$ adb shell showmap 21936
 virtual                     shared   shared  private  private
    size      RSS      PSS    clean    dirty    clean    dirty     swap  swapPSS   #  object
-------- -------- -------- -------- -------- -------- -------- -------- -------- ---- ------------------------------
       8        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-be.hyb
       4        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-bg.hyb
       4        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-bn.hyb
      52        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-cu.hyb
      36        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-cy.hyb
       8        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-da.hyb
     120        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-de-1901.hyb
     120        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-de-1996.hyb
     120        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-de-ch-1901.hyb
      48        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-en-gb.hyb
      60        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-en-us.hyb
      16        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-es.hyb
      24        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-et.hyb
       4        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-eu.hyb
       8        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-fr.hyb
      36        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-ga.hyb
       4        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-gu.hyb
       4        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-hi.hyb
       4        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-hr.hyb
     312        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-hu.hyb
       4        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-hy.hyb
       4        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-kn.hyb
       4        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-la.hyb
       4        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-ml.hyb
       8        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-mn-cyrl.hyb
       4        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-mr.hyb
     144        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-nb.hyb
     144        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-nn.hyb
       4        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-or.hyb
       4        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-pa.hyb
       4        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-pt.hyb
       8        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-sl.hyb
       4        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-ta.hyb
       4        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-te.hyb
       4        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-tk.hyb
       4        0        0        0        0        0        0        0        0    1 /system/usr/hyphen-data/hyph-und-ethi.hyb
    7668     4576     2480     4188        0      388        0        0        0    4 /system_ext/priv-app/Launcher3QuickStep/Launcher3QuickStep.apk
       4        4        0        4        0        0        0        0        0    1 /vendor/etc/passwd
      52       48        8       40        4        0        4        0        0    4 /vendor/lib64/egl/eglSubDriverAndroid.so
      44       40        6       32        4        0        4        0        0    4 /vendor/lib64/egl/libEGL_adreno.so
     196       12        0        4        8        0        0        0        0    4 /vendor/lib64/egl/libGLESv1_CM_adreno.so
    3548     1744      235     1672       72        0        0        0        0    4 /vendor/lib64/egl/libGLESv2_adreno.so
      28       20        1       16        4        0        0        0        0    3 /vendor/lib64/hw/android.hardware.graphics.mapper@2.0-impl-qti-display.so
      44       40       12       32        0        0        8        0        0    4 /vendor/lib64/hw/gralloc.sdm845.so
      76       64        9       56        4        0        4        0        0    4 /vendor/lib64/libadreno_utils.so
      40       36        6       28        4        0        4        0        0    4 /vendor/lib64/libgralloccore.so
      36       36        6       28        4        0        4        0        0    4 /vendor/lib64/libgrallocutils.so
    1592      152       19      144        4        0        4        0        0    4 /vendor/lib64/libgsl.so
   10288     5152      859     4896      236        0       20        0        0    4 /vendor/lib64/libllvm-glnext.so
      20       16        0       12        4        0        0        0        0    3 /vendor/lib64/libqdMetaData.so
      24        8        0        8        0        0        0        0        0    2 /vendor/overlay/framework-res__auto_generated_rro_vendor.apk
    5576      580      294        0      292        0      288        0        0   53 [anon:.bss]
      24       24       12        0       12        0       12        0        0    2 [anon:System property context nodes]
       8        8        8        0        0        0        8        0        0    2 [anon:arc4random data]
      36       36        5        0       32        0        4        0        0    2 [anon:atexit handlers]
       8        8        8        0        0        0        8        0        0    2 [anon:bionic_alloc_lob]
     148      148       60        0       88        0       60        0        0   20 [anon:bionic_alloc_small_objects]
 2097152       24        4        0       20        0        4        0        0   11 [anon:cfi shadow]
      60       60        2        0       60        0        0        0        0    1 [anon:dalvik-/apex/com.android.art/javalib/boot-apache-xml.art]
     260      260       10        0      260        0        0        0        0    1 [anon:dalvik-/apex/com.android.art/javalib/boot-bouncycastle.art]
     304      304       97        0      216        0       88        0        0    1 [anon:dalvik-/apex/com.android.art/javalib/boot-core-libart.art]
     204      204        8        0      204        0        0        0        0    1 [anon:dalvik-/apex/com.android.art/javalib/boot-okhttp.art]
    2380     2380      369        0     2100        0      280        0        0    1 [anon:dalvik-/apex/com.android.art/javalib/boot.art]
     552      344      344        0        0        0      344        0        0    1 [anon:dalvik-/data/dalvik-cache/arm64/system_ext@priv-app@Launcher3QuickStep@Launcher3QuickStep.apk@classes.art]
     736      736      230        0      528        0      208        0        0    1 [anon:dalvik-/system/framework/boot-core-icu4j.art]
     164      164        6        0      164        0        0        0        0    1 [anon:dalvik-/system/framework/boot-ext.art]
      12       12        0        0       12        0        0        0        0    1 [anon:dalvik-/system/framework/boot-framework-atb-backward-compatibility.art]
   11444    11444     1537        0    10352        0     1092        0        0    1 [anon:dalvik-/system/framework/boot-framework.art]
     136      136        5        0      136        0        0        0        0    1 [anon:dalvik-/system/framework/boot-ims-common.art]
    1380     1380       58        0     1380        0        0        0        0    1 [anon:dalvik-/system/framework/boot-telephony-common.art]
     724      724       30        0      724        0        0        0        0    1 [anon:dalvik-/system/framework/boot-voip-common.art]
    1280        0        0        0        0        0        0        0        0    9 [anon:dalvik-CompilerMetadata]
    3328     1872     1145        0      756        0     1116        0        0   21 [anon:dalvik-LinearAlloc]
       4        0        0        0        0        0        0        0        0    1 [anon:dalvik-Sentinel fault page]
    8196        0        0        0        0        0        0        0        0    1 [anon:dalvik-allocation stack]
     972        8        8        0        0        0        8        0        0    1 [anon:dalvik-allocspace non moving space live-bitmap 1]
     972        0        0        0        0        0        0        0        0    1 [anon:dalvik-allocspace non moving space mark-bitmap 1]
    1024        0        0        0        0        0        0        0        0    1 [anon:dalvik-allocspace zygote / non moving space live-bitmap 0]
    1024       56        2        0       56        0        0        0        0    1 [anon:dalvik-allocspace zygote / non moving space mark-bitmap 0]
    4100       44       44        0        0        0       44        0        0    1 [anon:dalvik-card table]
   16384        0        0        0        0        0        0        0        0    2 [anon:dalvik-concurrent copying gc mark stack]
      16        0        0        0        0        0        0        0        0    2 [anon:dalvik-concurrent copying sweep array free buffer]
  524288     1876      327        0     1616        0      260        0        0    1 [anon:dalvik-free list large object space]
    1904      108      100        0        8        0      100        0        0   29 [anon:dalvik-indirect ref table]
     128        4        4        0        0        0        4        0        0    1 [anon:dalvik-large live objects]
     128        0        0        0        0        0        0        0        0    1 [anon:dalvik-large marked objects]
    1024       20       20        0        0        0       20        0        0    1 [anon:dalvik-large object free list space allocation info map]
    8196        0        0        0        0        0        0        0        0    1 [anon:dalvik-live stack]
  524288     2500     2500        0        0        0     2500        0        0    1 [anon:dalvik-main space (region space)]
     256        0        0        0        0        0        0        0        0    1 [anon:dalvik-mark stack]
       4        4        4        0        0        0        4        0        0    1 [anon:dalvik-mod union bitmap]
   62028      300      300        0        0        0      300        0        0    4 [anon:dalvik-non moving space]
    1024        0        0        0        0        0        0        0        0    1 [anon:dalvik-non-moving-space inter region ref bitmap]
    4096        0        0        0        0        0        0        0        0    2 [anon:dalvik-rb copying gc mark stack]
   16384       36       36        0        0        0       36        0        0    1 [anon:dalvik-region space live bitmap]
   16384        0        0        0        0        0        0        0        0    1 [anon:dalvik-region-space inter region ref bitmap]
    8192        0        0        0        0        0        0        0        0   65 [anon:dalvik-thread local mark stack]
    3508     3508      656        0     2980        0      528        0        0    1 [anon:dalvik-zygote space]
 1048576        0        0        0        0        0        0        0        0    1 [anon:libwebview reservation]
    2000      296      222        0       76        0      220        0        0    4 [anon:linker_alloc]
   29440    18600    16491        0     2192        0    16408        0        0   61 [anon:scudo:primary]
   17960     8472     7991        0      500        0     7972        0        0   86 [anon:scudo:secondary]
    1008       24       24        0        0        0       24        0        0    2 [anon:stack_and_tls:21951]
    1008       12       12        0        0        0       12        0        0    2 [anon:stack_and_tls:21952]
    1008       16       16        0        0        0       16        0        0    2 [anon:stack_and_tls:21956]
    1008       24       24        0        0        0       24        0        0    2 [anon:stack_and_tls:21957]
    1056       16       16        0        0        0       16        0        0    2 [anon:stack_and_tls:21958]
    1056       20       20        0        0        0       20        0        0    2 [anon:stack_and_tls:21959]
    1056       20       20        0        0        0       20        0        0    2 [anon:stack_and_tls:21960]
    1056       12       12        0        0        0       12        0        0    2 [anon:stack_and_tls:21961]
    1008       32       32        0        0        0       32        0        0    2 [anon:stack_and_tls:21962]
    1008       32       32        0        0        0       32        0        0    2 [anon:stack_and_tls:21963]
    1008       32       32        0        0        0       32        0        0    2 [anon:stack_and_tls:21970]
    1008       20       20        0        0        0       20        0        0    2 [anon:stack_and_tls:21971]
    1056       24       24        0        0        0       24        0        0    2 [anon:stack_and_tls:21972]
    1056       28       28        0        0        0       28        0        0    2 [anon:stack_and_tls:21975]
    1056       32       32        0        0        0       32        0        0    2 [anon:stack_and_tls:21976]
    1008       32       32        0        0        0       32        0        0    2 [anon:stack_and_tls:22241]
    1056       32       32        0        0        0       32        0        0    2 [anon:stack_and_tls:22365]
    1008      100      100        0        0        0      100        0        0    2 [anon:stack_and_tls:22379]
    1056       16       16        0        0        0       16        0        0    2 [anon:stack_and_tls:22420]
    1056       16       16        0        0        0       16        0        0    2 [anon:stack_and_tls:22433]
    1008       24       24        0        0        0       24        0        0    1 [anon:stack_and_tls:22518]
    1056       12       12        0        0        0       12        0        0    2 [anon:stack_and_tls:22558]
    1056       12       12        0        0        0       12        0        0    2 [anon:stack_and_tls:22625]
    1056       16       16        0        0        0       16        0        0    2 [anon:stack_and_tls:23005]
    1008       20       20        0        0        0       20        0        0    2 [anon:stack_and_tls:23011]
    1008       20       20        0        0        0       20        0        0    2 [anon:stack_and_tls:23012]
    1056       12       12        0        0        0       12        0        0    2 [anon:stack_and_tls:23773]
    1056       16       16        0        0        0       16        0        0    2 [anon:stack_and_tls:23775]
    1056       16       16        0        0        0       16        0        0    2 [anon:stack_and_tls:23776]
    1056       16       16        0        0        0       16        0        0    2 [anon:stack_and_tls:23777]
    1056       16       16        0        0        0       16        0        0    2 [anon:stack_and_tls:23779]
    1056       16       16        0        0        0       16        0        0    2 [anon:stack_and_tls:23827]
    1056       16       16        0        0        0       16        0        0    2 [anon:stack_and_tls:23828]
    1056       16       16        0        0        0       16        0        0    2 [anon:stack_and_tls:23872]
    1056       16       16        0        0        0       16        0        0    2 [anon:stack_and_tls:24122]
    1008       32       32        0        0        0       32        0        0    2 [anon:stack_and_tls:24523]
    1008       32       32        0        0        0       32        0        0    2 [anon:stack_and_tls:25810]
    1008       32       32        0        0        0       32        0        0    2 [anon:stack_and_tls:27684]
    1008       16       16        0        0        0       16        0        0    1 [anon:stack_and_tls:28806]
    1008       16       16        0        0        0       16        0        0    1 [anon:stack_and_tls:28812]
      16       12        4        0        8        0        4        0        0    1 [anon:stack_and_tls:main]
    1312      176      176        0        0        0      176        0        0   41 [anon:thread signal stack]
10308300        4        4        0        0        0        4        0        0  410 [anon]
    8188       64       60        0        4        0       60        0        0    1 [stack]
       4        4        0        4        0        0        0        0        0    1 [vdso]
       4        4        0        4        0        0        0        0        0    1 [vvar]
-------- -------- -------- -------- -------- -------- -------- -------- -------- ---- ------------------------------
 virtual                     shared   shared  private  private
    size      RSS      PSS    clean    dirty    clean    dirty     swap  swapPSS   #  object
-------- -------- -------- -------- -------- -------- -------- -------- -------- ---- ------------------------------
15327792   131220    49697    61056    30100      848    39216        0        0 2686 TOTAL
